Timecode List:,00:02:58.136,00:03:06.978,00:04:56.338,00:05:01.843,00:05:06.181,00:05:11.061,00:05:16.900,00:05:22.280,00:05:28.453,00:05:35.293,00:05:40.590,00:06:05.532,00:06:09.661,00:06:17.544,00:06:24.926,00:06:30.223,00:06:39.149,00:06:43.695,00:06:50.327,00:07:00.795,00:07:10.597,00:07:18.104,00:07:24.819,00:07:31.826,00:07:47.634,00:07:59.396,00:08:03.983,00:08:06.736,00:08:18.373,00:08:22.127,00:08:26.715,00:08:37.350,00:08:42.230,00:08:53.742,00:09:09.215,00:09:15.972,00:09:18.183,00:09:33.531,00:09:38.495,00:09:48.588,00:09:55.470,00:10:00.600,00:10:06.397,00:10:12.362,00:10:25.708,00:10:34.968,00:10:42.600,00:10:55.446,00:11:00.410,00:11:05.790,00:11:26.769,00:11:35.612,00:11:39.866,00:11:43.244,00:12:24.494,00:12:40.885,00:13:23.261,00:14:28.451,00:14:34.832,00:14:40.505,00:14:45.093,00:14:50.598,00:15:01.192,00:15:17.125,00:15:19.252,00:16:15.308,00:16:20.521,00:16:35.077,00:16:36.329,00:16:38.164,00:16:40.374,00:16:42.376,00:16:43.252,00:16:44.754,00:16:45.588,00:16:46.339,00:16:47.215,00:16:48.257,00:16:49.091,00:16:49.967,00:16:52.637,00:16:57.892,00:17:27.713,00:17:33.094,00:17:39.809,00:17:45.356,00:17:49.944,00:17:52.613,00:18:01.831,00:18:07.044,00:18:28.858,00:18:39.952,00:18:42.538,00:18:47.376,00:18:52.715,00:19:02.892,00:19:06.687,00:19:11.359,00:19:19.367,00:19:27.041,00:19:29.877,00:19:41.597,00:19:46.060,00:19:48.896,00:19:52.942,00:20:08.082,00:20:18.050,00:20:26.684,00:20:52.543,00:21:21.947,00:21:42.593,00:22:04.281,00:22:11.330,00:22:22.925,00:22:28.264,00:22:45.406,00:22:57.042,00:23:04.174,00:23:34.705,00:23:44.089,00:23:52.556,00:24:36.183,00:24:56.412,00:25:06.672,00:25:28.527,00:26:05.814,00:26:20.079,00:26:22.748,00:26:54.071,00:27:38.073,00:27:59.178,00:28:15.861,00:28:26.163,00:28:41.136,00:29:15.629,00:29:26.098,00:29:29.434,00:29:37.275,00:30:00.340,00:30:16.648,00:30:59.358,00:32:07.175,00:32:24.484,00:33:22.375,00:33:44.105,00:33:47.025,00:33:49.444,00:34:01.706,00:34:38.326,00:34:42.831,00:34:51.256,00:35:50.648,00:36:02.035,00:36:07.666,00:36:16.966,00:36:39.614,00:36:50.500,00:37:02.887,00:37:18.820,00:37:27.996,00:37:51.436,00:38:04.782,00:38:24.219,00:38:29.641,00:38:51.913,00:39:08.471,00:39:22.235,00:39:43.172,00:39:56.644,00:40:02.108,00:40:15.079,00:41:07.215,00:42:53.112,00:43:12.965,00:43:28.397,00:43:47.124,00:44:03.015,00:44:22.160,00:44:32.503,00:44:40.011,00:44:46.392,00:45:02.200,00:45:14.086,00:45:37.401,00:45:42.531,00:45:51.540,00:46:06.180,00:46:15.356,00:46:26.367,00:46:34.792,00:46:41.007,00:46:50.307,00:47:08.659,00:47:46.447,00:47:52.578,00:48:27.738,00:48:36.831,00:48:41.627,00:49:09.071,00:49:17.496,00:49:29.175,00:49:38.559,00:49:50.070,00:49:59.330,00:50:08.172,00:50:35.199,00:50:54.343,00:51:38.262,00:51:43.309,00:52:06.957,00:52:28.646,00:52:36.403,00:52:51.585,00:53:01.136,00:53:04.598,00:53:11.647,00:53:16.235,00:53:31.875,00:53:37.423,00:53:46.640,00:54:16.920,00:54:21.508,00:54:25.637,00:54:35.105,00:54:41.612,00:54:43.614,00:55:50.097,00:56:01.233,00:56:11.577,00:56:50.240,00:57:05.589,00:57:13.096,00:57:22.147,00:57:37.412,00:58:19.997,00:58:26.586,00:58:33.635,00:59:00.912,00:59:13.633,00:59:20.682,00:59:32.527,00:59:43.622,01:00:06.061,01:00:15.237,01:00:22.160,01:00:27.833,01:00:31.837,01:00:42.097,01:00:48.603,01:00:54.234,01:01:04.494,01:01:28.518,01:01:50.790,01:02:03.428,01:02:11.019,01:02:32.374,01:02:44.469,01:03:11.329,01:03:31.975,01:03:55.957,01:04:33.787,01:04:50.512,01:04:54.766,01:05:00.313,01:05:13.326,01:05:23.837,01:06:05.211,01:06:52.759,01:06:58.932,01:07:06.147,01:07:36.511,01:07:40.431,01:08:13.673,01:08:19.470,01:08:23.808,01:08:35.194,01:08:44.495,01:08:51.836,01:08:54.714,01:09:01.387,01:09:07.185,01:09:20.865,01:09:31.084,01:09:42.428,01:09:53.439,01:09:59.278,01:10:05.451,01:10:09.205,01:10:11.916,01:10:22.718,01:10:31.269,01:11:03.468,01:11:47.470,01:12:10.576,01:12:32.265,01:12:55.454,01:13:11.345,01:13:16.183,01:13:20.187,01:13:35.077,01:13:38.497,01:14:06.776,01:14:16.243,01:14:27.088,01:14:29.340,01:14:36.222,01:14:58.244,01:15:08.003,01:15:13.134,01:15:26.063,01:15:34.613,01:15:52.089,01:16:16.280,01:16:45.768,01:17:01.450,01:17:22.888,01:17:32.690,01:17:39.113,01:17:46.579,01:18:02.052,01:18:13.022,01:18:20.321,01:18:25.659,01:18:47.139,01:18:51.769,01:18:58.275,01:19:08.827,01:19:11.997,01:19:20.798,01:19:36.271,01:19:42.653,01:19:49.076,01:19:51.203,01:20:00.879,01:20:06.969,01:20:15.144,01:20:24.278,01:20:37.916,01:20:58.187,01:21:23.545,01:21:32.221,01:21:48.570,01:21:54.451,01:21:58.455,01:22:15.264,01:22:29.987,01:22:33.740,01:22:38.579,01:22:49.214,01:22:56.555,01:23:01.435,01:23:24.875,01:23:35.636,01:23:44.019,01:23:53.278,01:23:57.407,01:24:01.828,01:24:09.962,01:24:21.306,01:24:26.812,01:26:25.764,01:26:41.697,01:27:02.134,01:27:06.179,01:27:23.822,01:30:08.862,01:30:28.173,01:30:42.896,01:30:49.653,01:30:56.826,01:31:05.210,01:31:13.927,01:31:17.889,01:31:35.824,01:31:58.304,01:32:18.241,01:32:20.326,01:32:21.703,01:32:24.956,01:32:33.840,01:32:36.468,01:32:50.774,01:33:05.663,01:33:22.055,01:33:27.977,01:33:31.731,01:33:34.818,01:33:39.781,01:33:46.412,01:33:50.792,01:33:57.882,01:34:00.635,01:34:05.640,01:34:08.768,01:34:15.859,01:34:23.158,01:34:28.913,01:34:32.834,01:34:43.094,01:34:51.686,01:35:02.071,01:35:12.123,01:35:21.799,01:35:25.011,01:35:29.766,01:35:38.024,01:35:44.906,01:35:51.204,01:36:01.589,01:36:03.883,01:36:10.556,01:36:13.476,01:36:15.103,01:36:17.397,01:36:18.690,01:36:20.066,01:36:27.156,01:36:34.872,01:37:00.815,01:37:08.823,01:37:29.761,01:37:43.316,01:38:21.979,01:38:35.493,01:38:41.040,01:38:48.756,01:38:59.100,01:39:09.360,01:39:17.785,01:39:18.828,01:39:23.749,01:39:31.757,01:39:35.470,01:39:38.347,01:39:41.392,01:39:45.271,01:39:50.985,01:39:52.862,01:39:57.909,01:40:15.885,01:40:16.928,01:40:17.929,01:40:18.930,01:40:19.931,01:40:20.932,01:40:21.933,01:40:22.934,01:40:23.935,01:40:24.852,01:40:30.566,01:40:38.824,01:40:46.999,01:40:55.591,01:41:11.440,01:41:15.820,01:41:19.907,01:41:28.416,01:41:33.546,01:41:38.676,01:41:48.602,01:41:53.691,01:41:57.111,01:42:06.120,01:42:13.294,01:42:23.888,01:42:42.740,01:42:49.872,01:42:54.418,01:43:01.425,01:43:22.029,01:43:28.577,01:43:33.916,01:43:39.922,01:44:04.029,01:44:07.742,01:44:20.921,01:44:28.721,01:44:44.236,01:44:56.999,01:45:12.181,01:45:25.152,01:45:35.454,01:46:07.736,01:46:18.038,01:46:28.799,01:46:31.844,01:46:59.121,01:47:02.541,01:47:46.585,01:47:49.630,01:48:12.444,01:48:15.447,01:48:21.161,01:48:29.044,01:48:51.066,01:49:06.623,01:49:11.879,01:49:13.881,01:49:17.009,01:49:18.594,01:49:28.312,01:49:41.450,01:49:52.669,01:49:57.049,01:50:24.701,01:50:48.267,01:50:52.646,01:50:58.777,01:51:27.014,01:51:33.562,01:51:38.567,01:51:51.830,01:51:57.544,01:52:03.967,01:52:27.199,01:52:42.464,01:53:18.625,01:53:26.466,01:53:32.973,01:53:44.985,01:53:58.540,01:54:18.769,01:54:41.708,01:54:59.684,01:55:07.317,01:55:12.948,01:55:19.579,01:55:55.490,01:56:01.454,01:56:11.548,01:56:23.351,01:58:41.990,02:00:55.248,02:01:03.465,02:01:28.114,02:02:09.989,02:02:11.074,02:02:26.297,02:02:26.965,02:02:29.092,02:02:30.635,02:02:34.472,02:02:35.348,02:02:37.976,02:02:52.740,02:02:56.244,02:02:59.789,02:03:01.583,02:03:24.439,02:03:32.405,02:03:47.086,02:03:55.303,02:03:56.763,02:04:00.558,02:04:06.564,02:04:17.992,02:04:20.119,02:04:21.663,02:04:22.372,02:04:23.831,02:04:25.041,02:04:44.852,02:04:55.863,02:05:03.329,02:05:07.500,02:05:12.505,02:05:17.510,02:05:22.515,02:05:24.726,02:05:34.402,02:05:41.534,02:05:57.717,02:06:10.813,02:06:39.050,02:06:50.603,02:07:04.534,02:07:19.173,02:07:26.097,02:07:43.614,02:07:45.575,02:08:09.891,02:08:16.439,02:08:44.342,02:08:59.273,02:09:26.509,02:09:38.688,02:09:54.412,02:10:03.254,02:10:10.219,02:10:18.853,02:10:27.486,02:10:37.621,02:10:44.337,02:10:56.349,02:11:12.364,02:11:14.450,02:11:15.993,02:11:16.702,02:11:18.204,02:11:20.414,02:11:21.957,02:11:22.666,02:11:24.251,02:11:26.462,02:11:27.922,02:11:30.132,02:11:31.675,02:11:32.385,02:11:33.302,02:11:41.435,02:11:55.116,02:12:05.042,02:12:13.050,02:12:24.311,02:12:30.234,02:12:35.406,02:12:41.829,02:12:47.668,02:13:19.617,02:13:30.711,02:13:43.974,02:13:47.436,02:13:59.031,02:14:20.594,02:14:23.722,02:14:26.600,02:15:02.261,02:15:06.056,02:16:17.127,02:16:48.325,02:17:21.483,02:17:22.943,02:17:45.966,02:17:57.519,02:18:29.426,02:18:37.809,02:18:48.195,02:18:54.201,02:19:03.293,02:19:10.259,02:20:06.106,02:20:33.425
Scene Number,Start Frame,Start Timecode,Start Time (seconds),End Frame,End Timecode,End Time (seconds),Length (frames),Length (timecode),Length (seconds)
1,1,00:00:00.000,0.000,4261,00:02:58.136,178.136,4261,00:02:58.136,178.136
2,4262,00:02:58.136,178.136,4473,00:03:06.978,186.978,212,00:00:08.842,8.842
3,4474,00:03:06.978,186.978,7089,00:04:56.338,296.338,2616,00:01:49.359,109.359
4,7090,00:04:56.338,296.338,7221,00:05:01.843,301.843,132,00:00:05.505,5.505
5,7222,00:05:01.843,301.843,7325,00:05:06.181,306.181,104,00:00:04.338,4.338
6,7326,00:05:06.181,306.181,7441,00:05:11.061,311.061,117,00:00:04.880,4.880
7,7442,00:05:11.061,311.061,7581,00:05:16.900,316.900,140,00:00:05.839,5.839
8,7582,00:05:16.900,316.900,7710,00:05:22.280,322.280,129,00:00:05.380,5.380
9,7711,00:05:22.280,322.280,7857,00:05:28.453,328.453,148,00:00:06.173,6.173
10,7858,00:05:28.453,328.453,8021,00:05:35.293,335.293,164,00:00:06.840,6.840
11,8022,00:05:35.293,335.293,8148,00:05:40.590,340.590,127,00:00:05.297,5.297
12,8149,00:05:40.590,340.590,8744,00:06:05.532,365.532,597,00:00:24.942,24.942
13,8745,00:06:05.532,365.532,8843,00:06:09.661,369.661,99,00:00:04.129,4.129
14,8844,00:06:09.661,369.661,9032,00:06:17.544,377.544,189,00:00:07.883,7.883
15,9033,00:06:17.544,377.544,9208,00:06:24.926,384.926,177,00:00:07.382,7.382
16,9209,00:06:24.926,384.926,9335,00:06:30.223,390.223,127,00:00:05.297,5.297
17,9336,00:06:30.223,390.223,9549,00:06:39.149,399.149,214,00:00:08.926,8.926
18,9550,00:06:39.149,399.149,9657,00:06:43.695,403.695,109,00:00:04.546,4.546
19,9658,00:06:43.695,403.695,9816,00:06:50.327,410.327,159,00:00:06.632,6.632
20,9817,00:06:50.327,410.327,10066,00:07:00.795,420.795,250,00:00:10.469,10.469
21,10067,00:07:00.795,420.795,10301,00:07:10.597,430.597,234,00:00:09.801,9.801
22,10302,00:07:10.597,430.597,10480,00:07:18.104,438.104,180,00:00:07.508,7.508
23,10481,00:07:18.104,438.104,10641,00:07:24.819,444.819,161,00:00:06.715,6.715
24,10642,00:07:24.819,444.819,10809,00:07:31.826,451.826,168,00:00:07.007,7.007
25,10810,00:07:31.826,451.826,11187,00:07:47.634,467.634,378,00:00:15.807,15.807
26,11188,00:07:47.634,467.634,11468,00:07:59.396,479.396,281,00:00:11.762,11.762
27,11469,00:07:59.396,479.396,11578,00:08:03.983,483.983,110,00:00:04.588,4.588
28,11579,00:08:03.983,483.983,11644,00:08:06.736,486.736,66,00:00:02.753,2.753
29,11645,00:08:06.736,486.736,11922,00:08:18.373,498.373,278,00:00:11.637,11.637
30,11923,00:08:18.373,498.373,12012,00:08:22.127,502.127,90,00:00:03.754,3.754
31,12013,00:08:22.127,502.127,12122,00:08:26.715,506.715,110,00:00:04.588,4.588
32,12123,00:08:26.715,506.715,12376,00:08:37.350,517.350,254,00:00:10.636,10.636
33,12377,00:08:37.350,517.350,12493,00:08:42.230,522.230,117,00:00:04.880,4.880
34,12494,00:08:42.230,522.230,12768,00:08:53.742,533.742,275,00:00:11.511,11.511
35,12769,00:08:53.742,533.742,13138,00:09:09.215,549.215,370,00:00:15.474,15.474
36,13139,00:09:09.215,549.215,13300,00:09:15.972,555.972,162,00:00:06.757,6.757
37,13301,00:09:15.972,555.972,13353,00:09:18.183,558.183,53,00:00:02.211,2.211
38,13354,00:09:18.183,558.183,13720,00:09:33.531,573.531,367,00:00:15.349,15.349
39,13721,00:09:33.531,573.531,13839,00:09:38.495,578.495,119,00:00:04.963,4.963
40,13840,00:09:38.495,578.495,14080,00:09:48.588,588.588,241,00:00:10.093,10.093
41,14081,00:09:48.588,588.588,14245,00:09:55.470,595.470,165,00:00:06.882,6.882
42,14246,00:09:55.470,595.470,14368,00:10:00.600,600.600,123,00:00:05.130,5.130
43,14369,00:10:00.600,600.600,14506,00:10:06.397,606.397,139,00:00:05.797,5.797
44,14507,00:10:06.397,606.397,14649,00:10:12.362,612.362,143,00:00:05.964,5.964
45,14650,00:10:12.362,612.362,14968,00:10:25.708,625.708,319,00:00:13.347,13.347
46,14969,00:10:25.708,625.708,15190,00:10:34.968,634.968,222,00:00:09.259,9.259
47,15191,00:10:34.968,634.968,15372,00:10:42.600,642.600,183,00:00:07.633,7.633
48,15373,00:10:42.600,642.600,15680,00:10:55.446,655.446,307,00:00:12.846,12.846
49,15681,00:10:55.446,655.446,15799,00:11:00.410,660.410,119,00:00:04.963,4.963
50,15800,00:11:00.410,660.410,15927,00:11:05.790,665.790,129,00:00:05.380,5.380
51,15928,00:11:05.790,665.790,16429,00:11:26.769,686.769,502,00:00:20.979,20.979
52,16430,00:11:26.769,686.769,16641,00:11:35.612,695.612,212,00:00:08.842,8.842
53,16642,00:11:35.612,695.612,16742,00:11:39.866,699.866,102,00:00:04.254,4.254
54,16743,00:11:39.866,699.866,16823,00:11:43.244,703.244,81,00:00:03.378,3.378
55,16824,00:11:43.244,703.244,17810,00:12:24.494,744.494,987,00:00:41.250,41.250
56,17811,00:12:24.494,744.494,18202,00:12:40.885,760.885,392,00:00:16.391,16.391
57,18203,00:12:40.885,760.885,19216,00:13:23.261,803.261,1014,00:00:42.376,42.376
58,19217,00:13:23.261,803.261,20775,00:14:28.451,868.451,1559,00:01:05.190,65.190
59,20776,00:14:28.451,868.451,20928,00:14:34.832,874.832,153,00:00:06.381,6.381
60,20929,00:14:34.832,874.832,21064,00:14:40.505,880.505,136,00:00:05.672,5.672
61,21065,00:14:40.505,880.505,21173,00:14:45.093,885.093,110,00:00:04.588,4.588
62,21174,00:14:45.093,885.093,21305,00:14:50.598,890.598,132,00:00:05.505,5.505
63,21306,00:14:50.598,890.598,21559,00:15:01.192,901.192,253,00:00:10.594,10.594
64,21560,00:15:01.192,901.192,21940,00:15:17.125,917.125,381,00:00:15.933,15.933
65,21941,00:15:17.125,917.125,21991,00:15:19.252,919.252,51,00:00:02.127,2.127
66,21992,00:15:19.252,919.252,23332,00:16:15.308,975.308,1341,00:00:56.056,56.056
67,23333,00:16:15.308,975.308,23456,00:16:20.521,980.521,125,00:00:05.214,5.214
68,23457,00:16:20.521,980.521,23805,00:16:35.077,995.077,348,00:00:14.556,14.556
69,23806,00:16:35.077,995.077,23834,00:16:36.329,996.329,30,00:00:01.251,1.251
70,23835,00:16:36.329,996.329,23878,00:16:38.164,998.164,44,00:00:01.835,1.835
71,23879,00:16:38.164,998.164,23931,00:16:40.374,1000.374,53,00:00:02.211,2.211
72,23932,00:16:40.374,1000.374,23979,00:16:42.376,1002.376,48,00:00:02.002,2.002
73,23980,00:16:42.376,1002.376,24000,00:16:43.252,1003.252,21,00:00:00.876,0.876
74,24001,00:16:43.252,1003.252,24036,00:16:44.754,1004.754,36,00:00:01.502,1.502
75,24037,00:16:44.754,1004.754,24056,00:16:45.588,1005.588,20,00:00:00.834,0.834
76,24057,00:16:45.588,1005.588,24074,00:16:46.339,1006.339,18,00:00:00.751,0.751
77,24075,00:16:46.339,1006.339,24095,00:16:47.215,1007.215,21,00:00:00.876,0.876
78,24096,00:16:47.215,1007.215,24120,00:16:48.257,1008.257,25,00:00:01.043,1.043
79,24121,00:16:48.257,1008.257,24140,00:16:49.091,1009.091,20,00:00:00.834,0.834
80,24141,00:16:49.091,1009.091,24161,00:16:49.967,1009.967,21,00:00:00.876,0.876
81,24162,00:16:49.967,1009.967,24225,00:16:52.637,1012.637,64,00:00:02.669,2.669
82,24226,00:16:52.637,1012.637,24350,00:16:57.892,1017.892,126,00:00:05.255,5.255
83,24351,00:16:57.892,1017.892,25064,00:17:27.713,1047.713,713,00:00:29.821,29.821
84,25065,00:17:27.713,1047.713,25192,00:17:33.094,1053.094,129,00:00:05.380,5.380
85,25193,00:17:33.094,1053.094,25353,00:17:39.809,1059.809,161,00:00:06.715,6.715
86,25354,00:17:39.809,1059.809,25486,00:17:45.356,1065.356,133,00:00:05.547,5.547
87,25487,00:17:45.356,1065.356,25595,00:17:49.944,1069.944,110,00:00:04.588,4.588
88,25596,00:17:49.944,1069.944,25659,00:17:52.613,1072.613,64,00:00:02.669,2.669
89,25660,00:17:52.613,1072.613,25880,00:18:01.831,1081.831,221,00:00:09.218,9.218
90,25881,00:18:01.831,1081.831,26005,00:18:07.044,1087.044,125,00:00:05.214,5.214
91,26006,00:18:07.044,1087.044,26526,00:18:28.858,1108.858,522,00:00:21.813,21.813
92,26527,00:18:28.858,1108.858,26792,00:18:39.952,1119.952,265,00:00:11.094,11.094
93,26793,00:18:39.952,1119.952,26854,00:18:42.538,1122.538,62,00:00:02.586,2.586
94,26855,00:18:42.538,1122.538,26969,00:18:47.376,1127.376,116,00:00:04.838,4.838
95,26970,00:18:47.376,1127.376,27097,00:18:52.715,1132.715,128,00:00:05.339,5.339
96,27098,00:18:52.715,1132.715,27341,00:19:02.892,1142.892,243,00:00:10.177,10.177
97,27342,00:19:02.892,1142.892,27431,00:19:06.687,1146.687,91,00:00:03.795,3.795
98,27432,00:19:06.687,1146.687,27543,00:19:11.359,1151.359,112,00:00:04.671,4.671
99,27544,00:19:11.359,1151.359,27735,00:19:19.367,1159.367,192,00:00:08.008,8.008
100,27736,00:19:19.367,1159.367,27918,00:19:27.041,1167.041,184,00:00:07.674,7.674
101,27919,00:19:27.041,1167.041,27986,00:19:29.877,1169.877,68,00:00:02.836,2.836
102,27987,00:19:29.877,1169.877,28266,00:19:41.597,1181.597,280,00:00:11.720,11.720
103,28267,00:19:41.597,1181.597,28373,00:19:46.060,1186.060,107,00:00:04.463,4.463
104,28374,00:19:46.060,1186.060,28441,00:19:48.896,1188.896,68,00:00:02.836,2.836
105,28442,00:19:48.896,1188.896,28538,00:19:52.942,1192.942,97,00:00:04.046,4.046
106,28539,00:19:52.942,1192.942,28900,00:20:08.082,1208.082,362,00:00:15.140,15.140
107,28901,00:20:08.082,1208.082,29139,00:20:18.050,1218.050,238,00:00:09.968,9.968
108,29140,00:20:18.050,1218.050,29345,00:20:26.684,1226.684,207,00:00:08.634,8.634
109,29346,00:20:26.684,1226.684,29964,00:20:52.543,1252.543,619,00:00:25.859,25.859
110,29965,00:20:52.543,1252.543,30667,00:21:21.947,1281.947,703,00:00:29.404,29.404
111,30668,00:21:21.947,1281.947,31161,00:21:42.593,1302.593,494,00:00:20.646,20.646
